piton/tools/perlmod/Tie/IxHash.pm:106:  return $_[0][1][$_[0][3]++] if ($_[0][3] <= $#{$_[0][1]});
piton/design/chipset/noc_axi4_bridge/rtl/noc_axi4_bridge_read.v:296:                        resp_data <= {`AXI4_DATA_WIDTH/16{data_offseted[15:0]}};
piton/design/chipset/noc_axi4_bridge/rtl/noc_axi4_bridge_read.v:299:                        resp_data <= {`AXI4_DATA_WIDTH/32{data_offseted[31:0]}};
piton/design/chipset/noc_axi4_bridge/rtl/noc_axi4_bridge_read.v:302:                        resp_data <= {`AXI4_DATA_WIDTH/64{data_offseted[63:0]}};
piton/design/chipset/noc_axi4_bridge/rtl/noc_axi4_bridge_read.v:305:                        resp_data <= {`AXI4_DATA_WIDTH/128{data_offseted[127:0]}};
piton/design/chipset/noc_axi4_bridge/rtl/noc_axi4_bridge_read.v:308:                        resp_data <= {`AXI4_DATA_WIDTH/256{data_offseted[255:0]}};
piton/design/chipset/noc_axi4_bridge/rtl/noc_axi4_bridge_read.v:311:                        resp_data <= {`AXI4_DATA_WIDTH/512{data_offseted[511:0]}};
piton/design/chipset/noc_axi4_bridge/rtl/noc_axi4_bridge_read.v:316:                resp_data <= resp_go ? {`AXI4_DATA_WIDTH{1'b0}} : resp_data;
piton/design/chipset/noc_axi4_bridge/rtl/noc_axi4_bridge_read.v:319:                resp_data <= {`AXI4_DATA_WIDTH{1'b0}};
piton/design/chipset/noc_axi4_bridge/rtl/axi4_zeroer.v:170:        req_sent <= 0;
piton/design/chipset/noc_axi4_bridge/rtl/axi4_zeroer.v:171:        resp_got <= 0;
piton/design/chipset/noc_axi4_bridge/rtl/axi4_zeroer.v:172:        outstanding <= 0;
piton/design/chipset/rtl/blinker.v:59:                cnt <= 32'b0;
piton/design/chipset/rtl/blinker.v:66:                GPIO_LED_0 <= 1'b0;
piton/design/chipset/rtl/blinker.v:67:                     GPIO_LED_1 <= 1'b0;
piton/design/chipset/rtl/blinker.v:68:                     GPIO_LED_2 <= 1'b0;
piton/design/chipset/rtl/blinker.v:69:                     GPIO_LED_3 <= 1'b0;
piton/design/chipset/rtl/blinker.v:72:                GPIO_LED_0 <= flag_0 ? ~GPIO_LED_0 : GPIO_LED_0;
piton/design/chipset/rtl/chipset_impl_noc_power_test.v:115:        payload_count_f <= 8'd0;
piton/design/chipset/rtl/chipset.v:693:            passthru_fifo_init_complete <= 1'b0;
piton/design/chipset/rtl/chipset.v:1552:                net_phy_rx_dv_f <= 1'b0;
piton/design/chipset/rtl/chipset.v:1559:                net_phy_rx_err_f <= 1'b0;
piton/design/chipset/rtl/chipset.v:1566:                net_phy_rx_dv_ff <= 1'b0;
piton/design/chipset/rtl/chipset.v:1567:                net_phy_rx_err_ff <= 1'b0;
piton/design/chipset/rtl/test_end_checker.v:160:            state_reg           <= 2'b0;
piton/design/chipset/rtl/test_end_checker.v:161:            num_flits_reg       <= `MSG_LENGTH_WIDTH'b0;
piton/design/chipset/rtl/test_end_checker.v:162:            test_good_end_reg   <= 1'b0;
piton/design/chipset/rtl/test_end_checker.v:163:            test_bad_end_reg    <= 1'b0;
piton/design/chipset/rtl/test_end_checker.v:164:            future_good_end_reg <= 1'b0;
piton/design/chipset/rtl/test_end_checker.v:165:            future_bad_end_reg  <= 1'b0;
piton/design/chipset/rtl/packet_filter.v.pyv:359:            invalid_access_q  <= 1'b0;
piton/design/chipset/rtl/packet_filter.v.pyv:360:            flit_buffer_0_reg <= `NOC_DATA_WIDTH'd0;
piton/design/chipset/rtl/packet_filter.v.pyv:361:            flit_buffer_1_reg <= `NOC_DATA_WIDTH'd0;
piton/design/chipset/rtl/packet_filter.v.pyv:362:            num_flits_reg     <= `MSG_LENGTH_WIDTH'd0;
piton/design/chipset/rtl/packet_filter.v.pyv:363:            flits_sent_reg    <= `MSG_LENGTH_WIDTH'd0;
piton/design/chipset/rtl/packet_filter.v.pyv:369:			      flit_buffer_0_reg <= flit_buffer_0_next;
piton/design/chipset/oled/rtl/oled_transform.v:62:        ext_spi_val <= 1'b0;
piton/design/chipset/oled/rtl/oled_transform.v:64:        spi_cnt <= 3'b0;
piton/design/chipset/oled/rtl/oled_transform.v:70:            spi_cnt <= 3'b0;
piton/design/chipset/oled/rtl/oled_transform.v:81:            ext_spi_val <= 1'b0;
piton/design/chipset/oled/rtl/oled_transform.v:93:        processing <= 1'b0;
piton/design/chipset/oled/rtl/oled_transform.v:123:        table_index <= 5'b0;
piton/design/chipset/oled/rtl/oled_transform.v:131:    char_map_table[32] <= 64'h0000000000000000;     // Space
piton/design/chipset/oled/rtl/oled_transform.v:132:    char_map_table[33] <= 64'h183C3C1818001800;   // !
piton/design/chipset/oled/rtl/oled_transform.v:133:    char_map_table[34] <= 64'h3636000000000000;   // "
piton/design/chipset/oled/rtl/oled_transform.v:134:    char_map_table[35] <= 64'h36367F367F363600;   // #
piton/design/chipset/oled/rtl/oled_transform.v:135:    char_map_table[36] <= 64'h0C3E031E301F0C00;   // $
piton/design/chipset/oled/rtl/oled_transform.v:136:    char_map_table[37] <= 64'h006333180C666300;   // %
piton/design/chipset/oled/rtl/oled_transform.v:137:    char_map_table[38] <= 64'h1C361C6E3B336E00;   // &
piton/design/chipset/oled/rtl/oled_transform.v:138:    char_map_table[39] <= 64'h0606030000000000;   // '
piton/design/chipset/oled/rtl/oled_transform.v:139:    char_map_table[40] <= 64'h180C0606060C1800;   // (
piton/design/chipset/oled/rtl/oled_transform.v:140:    char_map_table[41] <= 64'h060C1818180C0600;   // )
piton/design/chipset/oled/rtl/oled_transform.v:141:    char_map_table[42] <= 64'h00663CFF3C660000;   // *
piton/design/chipset/oled/rtl/oled_transform.v:142:    char_map_table[43] <= 64'h000C0C3F0C0C0000;   // +
piton/design/chipset/oled/rtl/oled_transform.v:143:    char_map_table[44] <= 64'h00000000000C0C06;   // ,
piton/design/chipset/oled/rtl/oled_transform.v:144:    char_map_table[45] <= 64'h0000003F00000000;   // -
piton/design/chipset/oled/rtl/oled_transform.v:145:    char_map_table[46] <= 64'h00000000000C0C00;   // .
piton/design/chipset/oled/rtl/oled_transform.v:146:    char_map_table[47] <= 64'h6030180C06030100;   // /
piton/design/chipset/oled/rtl/oled_transform.v:147:    char_map_table[48] <= 64'h3E63737B6F673E00;   // 0
piton/design/chipset/oled/rtl/oled_transform.v:148:    char_map_table[49] <= 64'h0C0E0C0C0C0C3F00;   // 1
piton/design/chipset/oled/rtl/oled_transform.v:149:    char_map_table[50] <= 64'h1E33301C06333F00;   // 2
piton/design/chipset/oled/rtl/oled_transform.v:150:    char_map_table[51] <= 64'h1E33301C30331E00;   // 3
piton/design/chipset/oled/rtl/oled_transform.v:151:    char_map_table[52] <= 64'h383C36337F307800;   // 4
piton/design/chipset/oled/rtl/oled_transform.v:152:    char_map_table[53] <= 64'h3F031F3030331E00;   // 5
piton/design/chipset/oled/rtl/oled_transform.v:153:    char_map_table[54] <= 64'h1C06031F33331E00;   // 6
piton/design/chipset/oled/rtl/oled_transform.v:154:    char_map_table[55] <= 64'h3F3330180C0C0C00;   // 7
piton/design/chipset/oled/rtl/oled_transform.v:155:    char_map_table[56] <= 64'h1E33331E33331E00;   // 8
piton/design/chipset/oled/rtl/oled_transform.v:156:    char_map_table[57] <= 64'h1E33333E30180E00;   // 9
piton/design/chipset/oled/rtl/oled_transform.v:157:    char_map_table[58] <= 64'h000C0C00000C0Cx00;   // :
piton/design/chipset/oled/rtl/oled_transform.v:158:    char_map_table[59] <= 64'h000C0C00000C0Cx06;   // //
piton/design/chipset/oled/rtl/oled_transform.v:159:    char_map_table[60] <= 64'h180C0603060C18x00;   // <
piton/design/chipset/oled/rtl/oled_transform.v:160:    char_map_table[61] <= 64'h00003F00003F00x00;   // =
piton/design/chipset/oled/rtl/oled_transform.v:161:    char_map_table[62] <= 64'h060C1830180C06x00;   // >
piton/design/chipset/oled/rtl/oled_transform.v:162:    char_map_table[63] <= 64'h1E3330180C000Cx00;   // ?
piton/design/chipset/oled/rtl/oled_transform.v:163:    char_map_table[64] <= 64'h3E637B7B7B031Ex00;   // @
piton/design/chipset/oled/rtl/oled_transform.v:164:    char_map_table[65] <= 64'h0C1E33333F333300;  // A
piton/design/chipset/oled/rtl/oled_transform.v:165:    char_map_table[66] <= 64'h3F66663E66663F00;  // B
piton/design/chipset/oled/rtl/oled_transform.v:166:    char_map_table[67] <= 64'h3C66030303663C00;  // C
piton/design/chipset/oled/rtl/oled_transform.v:167:    char_map_table[68] <= 64'h1F36666666361F00;  // D
piton/design/chipset/oled/rtl/oled_transform.v:168:    char_map_table[69] <= 64'h7F46161E16467F00;  // E
piton/design/chipset/oled/rtl/oled_transform.v:169:    char_map_table[70] <= 64'h7F46161E16060F00;  // F
piton/design/chipset/oled/rtl/oled_transform.v:170:    char_map_table[71] <= 64'h3C66030373667C00;  // G
piton/design/chipset/oled/rtl/oled_transform.v:171:    char_map_table[72] <= 64'h3333333F33333300;  // H
piton/design/chipset/oled/rtl/oled_transform.v:172:    char_map_table[73] <= 64'h1E0C0C0C0C0C1E00;  // I
piton/design/chipset/oled/rtl/oled_transform.v:173:    char_map_table[74] <= 64'h7830303033331E00;  // J
piton/design/chipset/oled/rtl/oled_transform.v:174:    char_map_table[75] <= 64'h6766361E36666700;  // K
piton/design/chipset/oled/rtl/oled_transform.v:175:    char_map_table[76] <= 64'h0F06060646667F00;  // L
piton/design/chipset/oled/rtl/oled_transform.v:176:    char_map_table[77] <= 64'h63777F7F6B636300;  // M
piton/design/chipset/oled/rtl/oled_transform.v:177:    char_map_table[78] <= 64'h63676F7B73636300;  // N
piton/design/chipset/oled/rtl/oled_transform.v:178:    char_map_table[79] <= 64'h1C36636363361C00;  // O
piton/design/chipset/oled/rtl/oled_transform.v:179:    char_map_table[80] <= 64'h3F66663E06060F00;  // P
piton/design/chipset/oled/rtl/oled_transform.v:180:    char_map_table[81] <= 64'h1E3333333B1E3800;  // Q
piton/design/chipset/oled/rtl/oled_transform.v:181:    char_map_table[82] <= 64'h3F66663E36666700;  // R
piton/design/chipset/oled/rtl/oled_transform.v:182:    char_map_table[83] <= 64'h1E33070E38331E00;  // S
piton/design/chipset/oled/rtl/oled_transform.v:183:    char_map_table[84] <= 64'h3F2D0C0C0C0C1E00;  // T
piton/design/chipset/oled/rtl/oled_transform.v:184:    char_map_table[85] <= 64'h3333333333333F00;  // U
piton/design/chipset/oled/rtl/oled_transform.v:185:    char_map_table[86] <= 64'h33333333331E0C00;  // V
piton/design/chipset/oled/rtl/oled_transform.v:186:    char_map_table[87] <= 64'h6363636B7F776300;  // W
piton/design/chipset/oled/rtl/oled_transform.v:187:    char_map_table[88] <= 64'h6363361C1C366300;  // X
piton/design/chipset/oled/rtl/oled_transform.v:188:    char_map_table[89] <= 64'h3333331E0C0C1E00;  // Y
piton/design/chipset/oled/rtl/oled_transform.v:189:    char_map_table[90] <= 64'h7F6331184C667F00;  // Z
piton/design/chipset/oled/rtl/oled_transform.v:190:    char_map_table[91] <= 64'h1E06060606061E00;   // [
piton/design/chipset/oled/rtl/oled_transform.v:191:    char_map_table[92] <= 64'h03060C1830604000;   // \
piton/design/chipset/oled/rtl/oled_transform.v:192:    char_map_table[93] <= 64'h1E18181818181E00;   // ]
piton/design/chipset/oled/rtl/oled_transform.v:193:    char_map_table[94] <= 64'h081C366300000000;   // ^
piton/design/chipset/oled/rtl/oled_transform.v:194:    char_map_table[95] <= 64'h00000000000000FF;   // _
piton/design/chipset/oled/rtl/oled_transform.v:195:    char_map_table[96] <= 64'h0C0C180000000000;   // `
piton/design/chipset/oled/rtl/oled_transform.v:196:    char_map_table[97] <= 64'h00001E303E336E00;      //  a
piton/design/chipset/oled/rtl/oled_transform.v:197:    char_map_table[98] <= 64'h0706063E66663B00;      //  b
piton/design/chipset/oled/rtl/oled_transform.v:198:    char_map_table[99] <= 64'h00001E3303331E00;      //  c
piton/design/chipset/oled/rtl/oled_transform.v:199:    char_map_table[100] <= 64'h3830303e33336E00;     //  d
piton/design/chipset/oled/rtl/oled_transform.v:200:    char_map_table[101] <= 64'h00001E333f031E00;     //  e
piton/design/chipset/oled/rtl/oled_transform.v:201:    char_map_table[102] <= 64'h1C36060f06060F00;     //  f
piton/design/chipset/oled/rtl/oled_transform.v:202:    char_map_table[103] <= 64'h00006E33333E301F;     //  g
piton/design/chipset/oled/rtl/oled_transform.v:203:    char_map_table[104] <= 64'h0706366E66666700;     //  h
piton/design/chipset/oled/rtl/oled_transform.v:204:    char_map_table[105] <= 64'h0C000E0C0C0C1E00;     //  i
piton/design/chipset/oled/rtl/oled_transform.v:205:    char_map_table[106] <= 64'h300030303033331E;     //  j
piton/design/chipset/oled/rtl/oled_transform.v:206:    char_map_table[107] <= 64'h070666361E366700;     //  k
piton/design/chipset/oled/rtl/oled_transform.v:207:    char_map_table[108] <= 64'h0E0C0C0C0C0C1E00;     //  l
piton/design/chipset/oled/rtl/oled_transform.v:208:    char_map_table[109] <= 64'h0000337F7F6B6300;     //  m
piton/design/chipset/oled/rtl/oled_transform.v:209:    char_map_table[110] <= 64'h00001F3333333300;     //  n
piton/design/chipset/oled/rtl/oled_transform.v:210:    char_map_table[111] <= 64'h00001E3333331E00;     //  o
piton/design/chipset/oled/rtl/oled_transform.v:211:    char_map_table[112] <= 64'h00003B66663E060F;     //  p
piton/design/chipset/oled/rtl/oled_transform.v:212:    char_map_table[113] <= 64'h00006E33333E3078;     //  q
piton/design/chipset/oled/rtl/oled_transform.v:213:    char_map_table[114] <= 64'h00003B6E66060F00;     //  r
piton/design/chipset/oled/rtl/oled_transform.v:214:    char_map_table[115] <= 64'h00003E031E301F00;     //  s
piton/design/chipset/oled/rtl/oled_transform.v:215:    char_map_table[116] <= 64'h080C3E0C0C2C1800;     //  t
piton/design/chipset/oled/rtl/oled_transform.v:216:    char_map_table[117] <= 64'h0000333333336E00;     //  u
piton/design/chipset/oled/rtl/oled_transform.v:217:    char_map_table[118] <= 64'h00003333331E0C00;     //  v
piton/design/chipset/oled/rtl/oled_transform.v:218:    char_map_table[119] <= 64'h0000636B7F7F3600;     //  w
piton/design/chipset/oled/rtl/oled_transform.v:219:    char_map_table[120] <= 64'h000063361C366300;     //  x
piton/design/chipset/oled/rtl/oled_transform.v:220:    char_map_table[121] <= 64'h00003333333E301F;     //  y
piton/design/chipset/oled/rtl/oled_transform.v:221:    char_map_table[122] <= 64'h00003F190C263F00;     //  z
piton/design/chipset/oled/rtl/oled_transform.v:222:    char_map_table[123] <= 64'h380C0C070C0C3800;   //  {
piton/design/chipset/oled/rtl/oled_transform.v:223:    char_map_table[124] <= 64'h1818180018181800;   //  |
piton/design/chipset/oled/rtl/oled_transform.v:224:    char_map_table[125] <= 64'h070C0C380C0C0700;   //  }
piton/design/chipset/oled/rtl/oled_transform.v:225:    char_map_table[126] <= 64'h6E3B000000000000;   //  ~
piton/design/chipset/oled/rtl/oled_transform.v:226:    char_map_table[127] <= 64'h0000000000000000;   // 
piton/design/chipset/oled/rtl/ssd1306_ctrl.v:88:        ext_spi_cmpl    <= 1'b0;
piton/design/chipset/oled/rtl/ssd1306_ctrl.v:95:        init_spi_cmpl   <= 1'b0;
piton/design/chipset/oled/rtl/ssd1306_spi.v:59:        sys_tick_cnt <= 8'b0;
piton/design/chipset/oled/rtl/ssd1306_spi.v:62:        sys_tick_cnt <= val_in | sclk_front | ~processing ? 8'b0 : sys_tick_cnt + 1;
piton/design/chipset/oled/rtl/ssd1306_spi.v:69:        sclk_falling <= 1'b0;
piton/design/chipset/oled/rtl/ssd1306_spi.v:72:        spi_sclk    <=  val_in          ? 1'b0          :
piton/design/chipset/oled/rtl/ssd1306_spi.v:75:        sclk_falling <= val_in          ? 1'b0          :
piton/design/chipset/oled/rtl/ssd1306_spi.v:86:        bit_cnt  <= 3'b0;
piton/design/chipset/oled/rtl/ssd1306_spi.v:87:        processing <= 1'b0;
piton/design/chipset/oled/rtl/ssd1306_spi.v:90:        bit_cnt     <=  val_in | complete           ? 3'b0          :
piton/design/chipset/oled/rtl/oled_delay.v:48:        ms_cnt <= 32'b0;
piton/design/chipset/oled/rtl/oled_delay.v:51:        ms_cnt <= start | ms_tick   ? 32'b0         :
piton/design/chipset/oled/rtl/oled_delay.v:58:        cnt <= 32'b0;
piton/design/chipset/oled/rtl/oled_delay.v:59:        processing <= 1'b0;
piton/design/chipset/oled/rtl/ssd1306_init.v:80:        delay_ms    <= 32'b0;
piton/design/chipset/oled/rtl/ssd1306_init.v:81:        delay_start <= 1'b0;
piton/design/chipset/oled/rtl/ssd1306_init.v:82:        spi_val     <= 1'b0;
piton/design/chipset/oled/rtl/ssd1306_init.v:83:        cmd_cnt     <= 6'b0;
piton/design/chipset/oled/rtl/ssd1306_init.v:94:                vdd_n       <= 1'b0;
piton/design/chipset/oled/rtl/ssd1306_init.v:98:                delay_start <= delay_end ? 1'b1 : 1'b0;
piton/design/chipset/oled/rtl/ssd1306_init.v:99:                rst_n       <= delay_end ? 1'b0 : rst_n;
piton/design/chipset/oled/rtl/ssd1306_init.v:104:                delay_start <= 1'b0;
piton/design/chipset/oled/rtl/ssd1306_init.v:110:                spi_dc      <= 1'b0;
piton/design/chipset/oled/rtl/ssd1306_init.v:116:                spi_val     <= 1'b0;
piton/design/chipset/oled/rtl/ssd1306_init.v:118:                vbat_n      <= spi_cmpl & last_cfg_cmd ? 1'b0 : vbat_n;
piton/design/chipset/oled/rtl/ssd1306_init.v:124:                delay_start <= 1'b0;
piton/design/chipset/oled/rtl/ssd1306_init.v:127:                spi_dc      <= 1'b0;
piton/design/chipset/oled/rtl/ssd1306_init.v:131:                spi_val     <= 1'b0;
piton/design/chipset/oled/rtl/oled_wrapper.v:82:        char_cnt    <= 8'b0;
piton/design/chipset/oled/rtl/oled_wrapper.v:83:        oled_val    <= 1'b0;
piton/design/chipset/oled/rtl/oled_wrapper.v:84:        oled_row    <= 2'b0;    // TODO: remove?
piton/design/chipset/oled/rtl/oled_wrapper.v:85:        oled_col    <= 4'b0;
piton/design/chipset/oled/rtl/oled_wrapper.v:91:            char_cnt    <= 8'b0;
piton/design/chipset/oled/rtl/oled_wrapper.v:101:            oled_val    <= 1'b0;
piton/design/chipset/oled/rtl/oled_wrapper.v:106:            char_cnt    <= 8'b0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:188:        DAT_oe_o_reg <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:189:        crc_en <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:191:        transf_cnt <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:193:        rd <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:194:        last_din <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:195:        crc_c <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:196:        crc_in <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:197:        DAT_dat_o_reg <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:198:        crc_status <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:199:        crc_s <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:200:        we <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:201:        data_out <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:202:        crc_ok <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:203:        busy_int <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:204:        data_index <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:205:        next_block <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:206:        blkcnt_reg <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:207:        byte_alignment_reg <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:208:        blksize_reg <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:209:        data_cycles <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:210:        bus_4bit_reg <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:216:                DAT_oe_o_reg <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:218:                crc_en <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:220:                transf_cnt <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:222:                crc_status <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:223:                crc_s <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:224:                we <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:225:                rd <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:226:                data_index <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:227:                next_block <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:235:                DAT_oe_o_reg <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:237:                crc_en <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:239:                transf_cnt <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:241:                crc_status <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:242:                crc_s <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:243:                we <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:244:                data_index <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:245:                next_block <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:249:                crc_ok <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:251:                next_block <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:252:                rd <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:258:                    crc_rst <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:279:                    DAT_dat_o_reg <= bus_4bit_reg ? 4'h0 : 4'he;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:280:                    data_index <= bus_4bit_reg ? {2'b00, byte_alignment_reg, 1'b1} : {byte_alignment_reg, 3'b001};
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:314:                    crc_en <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:317:                    DAT_dat_o_reg[0] <= crc_out[0][crc_c-1];
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:328:                    DAT_oe_o_reg <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:332:                DAT_oe_o_reg <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:334:                    crc_s[crc_status] <= DAT_dat_reg[0];
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:342:                    crc_ok <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:343:                busy_int <= !DAT_dat_reg[0];
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:344:                next_block <= (blkcnt_reg != 0);
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:347:                    byte_alignment_reg <= byte_alignment_reg + blksize_reg[1:0] + 2'b1;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:350:                    crc_status <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:352:                transf_cnt <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:355:                DAT_oe_o_reg <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:356:                crc_rst <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:358:                crc_in <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:360:                next_block <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:361:                transf_cnt <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:367:                        we <= (data_index[2:0] == 7 || (transf_cnt == data_cycles-1  && !blkcnt_reg));
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:371:                        data_out[28-(data_index[2:0]<<2)] <= DAT_dat_reg[0];
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:375:                        data_out[31-data_index] <= DAT_dat_reg[0];
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:384:                    crc_en <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:390:                            crc_ok <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:394:                            crc_ok <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:396:                            crc_ok <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:398:                            next_block <= (blkcnt_reg != 0);
piton/design/chipset/noc_sd_bridge/rtl/sd_data_serial_host.v:400:                            byte_alignment_reg <= byte_alignment_reg + blksize_reg[1:0] + 2'b1;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_xfer_trig.v:103:        start_tx_o <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_xfer_trig.v:104:        start_rx_o <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_xfer_trig.v:105:        r_w_reg <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_xfer_trig.v:110:                start_tx_o <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_xfer_trig.v:111:                start_rx_o <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_xfer_trig.v:115:                start_tx_o <= 0;
piton/design/chipset/noc_sd_bridge/rtl/sd_data_xfer_trig.v:116:                start_rx_o <= 0;
piton/design/chipset/noc_sd_bridge/rtl/piton_sd_init.v:207:            rca             <=  32'h0;
piton/design/chipset/noc_sd_bridge/rtl/piton_sd_init.v:209:            counter         <=  24'd0;
piton/design/chipset/noc_sd_bridge/rtl/piton_sd_init.v:210:            is_card_spec_v1 <=  1'b0;
piton/design/chipset/noc_sd_bridge/rtl/piton_sd_init.v:211:            is_hcxc         <=  1'b0;
piton/design/chipset/noc_sd_bridge/rtl/piton_sd_init.v:227:                    is_card_spec_v1 <=  1'b0;
piton/design/chipset/noc_sd_bridge/rtl/piton_sd_init.v:239:                    is_hcxc         <=  1'b0;
piton/design/chipset/noc_sd_bridge/rtl/piton_sd_init.v:247:                counter     <=  24'd0;
piton/design/chipset/noc_sd_bridge/rtl/sd_crc_7.v:19:         CRC <= 0;                                  // Init before calculation
piton/design/chipset/noc_sd_bridge/rtl/sd_crc_7.v:28:             CRC[1] <= CRC[0];
piton/design/chipset/noc_sd_bridge/rtl/sd_fifo_filler.v:86:        wbm_adr_o       <=  0;
piton/design/chipset/noc_sd_bridge/rtl/sd_fifo_filler.v:87:        wbm_we_o        <=  0;
piton/design/chipset/noc_sd_bridge/rtl/sd_fifo_filler.v:88:        xfersize_f      <=  0;
piton/design/chipset/noc_sd_bridge/rtl/sd_fifo_filler.v:93:            wbm_we_o    <=  1'b0;
